Nombre comercial,id,id2,LINK Público PBI,Comentario
Instrumentos de Planificación Territorial (IPT) - Chile,1,0,https://app.powerbi.com/view?r=eyJrIjoiN2RiNDAxYWQtZjIyZi00ZmQ5LWE0M2UtOTBkMGQ3NWEyNGM5IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSectiond3ed353228b160739c25,DATA: DATATERRITORIO|| Instrumentos de Planificación Territorial (IPT) - Chile || País: Chile || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional
Ranking Comunal de Establecimientos Educacionales - Chile,2,0,https://app.powerbi.com/view?r=eyJrIjoiNjNjNWY5ZjgtYmZiMS00MzI2LWIwNTktY2IzZTljYjEwYzNlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSection,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional
Ranking Comunal de Establecimientos Educacionales - Chile,3,1,https://app.powerbi.com/view?r=eyJrIjoiN2NjZjVkMTgtOWFmOC00MzJkLWIxZDktMjIxMjI2ZDcxZGVkIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Tarapacá
Ranking Comunal de Establecimientos Educacionales - Chile,3,2,https://app.powerbi.com/view?r=eyJrIjoiYWYxOTA3MzMtNTVjNS00MjM4LWE2MjAtYjBlY2FjOGFmYjI3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Antofagasta
Ranking Comunal de Establecimientos Educacionales - Chile,3,3,https://app.powerbi.com/view?r=eyJrIjoiZDFjY2I5OTQtODI0ZS00NjQ0LTg4YTYtZjg0MjY2MWJhOGQwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Atacama
Ranking Comunal de Establecimientos Educacionales - Chile,3,4,https://app.powerbi.com/view?r=eyJrIjoiYWEzOWYzNzItNTZmMC00ZmY4LTg4MzYtNTQ5ZGRjZWI5NDk4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Coquimbo
Ranking Comunal de Establecimientos Educacionales - Chile,3,5,https://app.powerbi.com/view?r=eyJrIjoiOGNlMTg2YjMtM2QxOC00M2Y4LWJlYzYtZjhmMzkxNDgxNjRmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Valparaíso
Ranking Comunal de Establecimientos Educacionales - Chile,3,6,https://app.powerbi.com/view?r=eyJrIjoiNWNlYmY5Y2ItNWJlNy00MTBmLWI3ZWMtMWExMGE2ZGM3OWY4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de O'Higgins
Ranking Comunal de Establecimientos Educacionales - Chile,3,7,https://app.powerbi.com/view?r=eyJrIjoiZjY3NjYwNDEtZDU1Ni00ZjQyLTkyZDItMWFmYjVjY2YzNGM2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región del Maule
Ranking Comunal de Establecimientos Educacionales - Chile,3,8,https://app.powerbi.com/view?r=eyJrIjoiZGM4NjE5OTctNGNiNy00NmYzLTk2MjEtNmMyNjE0MTAzZGI0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región del Biobío
Ranking Comunal de Establecimientos Educacionales - Chile,3,9,https://app.powerbi.com/view?r=eyJrIjoiNWEwN2Q3OGMtMDMyYi00YTk5LWIwOTgtM2Q3NjBkMDI4OWYwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de La Araucanía
Ranking Comunal de Establecimientos Educacionales - Chile,3,10,https://app.powerbi.com/view?r=eyJrIjoiNzI4M2ViZmYtYjNjMS00NDZmLTg3YjAtMzdmNTA2MDY2YWE4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Los Lagos
Ranking Comunal de Establecimientos Educacionales - Chile,3,11,https://app.powerbi.com/view?r=eyJrIjoiYWMzNTAzMjYtZWYwZC00ZGJmLWFmYWUtNzYzMzU1Nzk2NTk0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Aysén
Ranking Comunal de Establecimientos Educacionales - Chile,3,12,https://app.powerbi.com/view?r=eyJrIjoiYTgxYTgwMTYtYjAxYS00NThlLThmYTYtMDQzZmZkOWQ4YzQyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Magallanes
Ranking Comunal de Establecimientos Educacionales - Chile,3,13,https://app.powerbi.com/view?r=eyJrIjoiYTE0NzdmNGYtZGMzZS00NThjLWJkOTMtZDgyMDUwZDk5Mjg2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región Metropolitana
Ranking Comunal de Establecimientos Educacionales - Chile,3,14,https://app.powerbi.com/view?r=eyJrIjoiM2IxZjUwMWEtNjc4Mi00ZWY5LTk4YWQtOTk0MWExYzkyNWY5IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Los Ríos
Ranking Comunal de Establecimientos Educacionales - Chile,3,15,https://app.powerbi.com/view?r=eyJrIjoiYTQwYTk5NzYtNWNjNy00YjA5LTllNGItZTM0ZThiMTYzMjBlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Arica y Parinacota
Ranking Comunal de Establecimientos Educacionales - Chile,3,16,https://app.powerbi.com/view?r=eyJrIjoiOWIzMzhhMDYtN2NmZi00ZGUyLWFlMTEtZTI2OTE3YjAxMWE4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región del Ñuble
Ranking Comunal de Establecimientos Educacionales - Chile,4,1101,https://app.powerbi.com/view?r=eyJrIjoiODdkYTQzMzYtNDJjMC00ZjgxLWJkYTQtM2JhZWI3NWQ5OTdlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Iquique, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1107,https://app.powerbi.com/view?r=eyJrIjoiMmNkY2U0MTQtNzM0ZC00MDVlLWI0MWItMjRlMzBhMzJlZWUxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Alto Hospicio, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1401,https://app.powerbi.com/view?r=eyJrIjoiYWM2MjM4YjktNjQyZC00MDc5LWI5OTQtZmEwMDc2ZmNmMDllIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Pozo Almonte, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1402,https://app.powerbi.com/view?r=eyJrIjoiNjMwNzU3OTEtNTI5NC00N2NjLWFjMWItNzk3NDYyZGY5N2E3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Camiña, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1403,https://app.powerbi.com/view?r=eyJrIjoiMmNhZTk5MTctMTRlZi00NzhlLWI3YTEtNTAxZDNhODJhMTMzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Colchane, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1404,https://app.powerbi.com/view?r=eyJrIjoiZjBmNjhkNGEtMjg4NS00YjFkLThiYmQtZTk0YWM0MjY5NmYxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Huara, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,1405,https://app.powerbi.com/view?r=eyJrIjoiM2FlNjU0YTEtOGNjMS00NTJjLWFhODMtMGY5YTJmM2MwMGY3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Pica, Tarapacá"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2101,https://app.powerbi.com/view?r=eyJrIjoiZDY3OGZkMWEtYTFjNC00NzU3LWE0MWItMDdlY2Y5NGFjMjBmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Antofagasta, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2102,https://app.powerbi.com/view?r=eyJrIjoiODliMjA4MzgtNzkyMS00NzNiLTk3NDAtMjIyMDA3NDM0ZGE3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Mejillones, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2103,https://app.powerbi.com/view?r=eyJrIjoiMDhhMTRmMmYtY2Q4OS00YzY5LTg2ZjMtMDBjMWEwNGM4MDg4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Sierra Gorda, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2104,https://app.powerbi.com/view?r=eyJrIjoiOWRmM2I1NWMtNDg0Zi00Y2VmLWJhMDMtYTIzZGI5YjkwZjYxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Taltal, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2201,https://app.powerbi.com/view?r=eyJrIjoiYjAwYzk4NjQtNjlkNC00OWQ3LWI1MjctZDQ3ZDczZjU3ZGQwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Calama, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2202,https://app.powerbi.com/view?r=eyJrIjoiZjE5NDBkY2EtMDM1Ny00MzVjLTlkM2YtNjlmMGFlYTM1YjhmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Ollagüe, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2203,https://app.powerbi.com/view?r=eyJrIjoiMDgxYzRiMDItODlmYy00ZTBkLWEzMzctOTM5N2FjYjVkYWU4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: San Pedro de Atacama, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2301,https://app.powerbi.com/view?r=eyJrIjoiMWNkNTRmMTQtNWIxYS00Mzg4LWFlODItMjBiZGJkNjE1OWJjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Tocopilla, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,2302,https://app.powerbi.com/view?r=eyJrIjoiNTQ4ZjQzYzItOTQ3Mi00N2NjLTkxMDYtYmQyYzllODg5OTg4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: María Elena, Antofagasta"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3101,https://app.powerbi.com/view?r=eyJrIjoiNjUzNmNlZjgtNDA4ZC00OTE1LThmMWQtM2NjYTA1NjlmZmFkIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Copiapó, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3102,https://app.powerbi.com/view?r=eyJrIjoiZjBkNGRiNjgtZTc1YS00NDY3LWFlNjgtODkxNWMzZGM4YWZiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Caldera, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3103,https://app.powerbi.com/view?r=eyJrIjoiNmM5OGNkMWMtNGRiZS00MzU3LTk0YWUtNzYyYmJmNTFjYWI1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Tierra Amarilla, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3201,https://app.powerbi.com/view?r=eyJrIjoiN2E1MDU3NWItYmZkYy00NmViLWE3NmEtNmJmOTNhMTE3MWUxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Chañaral, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3202,https://app.powerbi.com/view?r=eyJrIjoiYTQzODFlNTgtNWMyNy00ZTJhLTliNDEtMDBkZjVjYjFhODYyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Diego de Almagro, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3301,https://app.powerbi.com/view?r=eyJrIjoiZjcwMjZjNDUtYTBmYS00OGQyLWEwYjgtNDc3YjQ0MzU0NzQ4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Vallenar, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3302,https://app.powerbi.com/view?r=eyJrIjoiOTcyN2JhYjItNzRhMC00MTI0LTkxYTgtZDY2MjdiZjNmNGNhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Alto del Carmen, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3303,https://app.powerbi.com/view?r=eyJrIjoiYmYwMzE5MjYtOTZlYi00NjJkLWE2YjctZGRhMmM3MGNhNTZiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Freirina, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,3304,https://app.powerbi.com/view?r=eyJrIjoiNTkzMTIxMTEtNzUxMy00NzgzLThhOTItNzU5Yjg3MWM0YTQ3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Huasco, Atacama"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4101,https://app.powerbi.com/view?r=eyJrIjoiNjYxZWFhZWItOWUzYS00NDNjLTgxMWEtMDU1OWM5ODM0MDI2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: La Serena, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4102,https://app.powerbi.com/view?r=eyJrIjoiNmE4ZjY3Y2EtOTU5Yi00MmI0LWFhYmItYmNhYTgwMzgyNzAxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Coquimbo, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4103,https://app.powerbi.com/view?r=eyJrIjoiY2ViMDMzNzQtYzAzMi00ZTM4LTg5ZTItYTllM2MyZjQ4YTgyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Andacollo, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4104,https://app.powerbi.com/view?r=eyJrIjoiZjkwZGVlYzctZDJlMC00YjZhLWEwYTEtZTQxZGJjZjlmMTNmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: La Higuera, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4105,https://app.powerbi.com/view?r=eyJrIjoiM2Y3MjhiODItYzNiMS00NjI2LTlkNTgtMDNhOTQ5ZTBmZmMwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Paiguano, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4106,https://app.powerbi.com/view?r=eyJrIjoiZjU3Njg4ZjMtYmY4My00NzNmLWEyN2ItZGZiZDY0M2U1OWE3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Vicuña, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4201,https://app.powerbi.com/view?r=eyJrIjoiOWNiN2VlYjUtMDA1Ny00NDE4LWI2YTMtOWRkMTIzZTgzZTUyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Illapel, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4202,https://app.powerbi.com/view?r=eyJrIjoiZjk0YTYyN2UtYmNhYi00Y2VlLWI4NTktODYwMjE2ODQzZWViIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Canela, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4203,https://app.powerbi.com/view?r=eyJrIjoiNDVkNzZiMWUtMTQxMC00OWY0LTg3ZDMtNzg4MmFlNDVlNjMzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Los Vilos, Coquimbo"
Ranking Comunal de Establecimientos Educacionales - Chile,4,4204,https://app.powerbi.com/view?r=eyJrIjoiZTJmZDViYjgtMzI0NC00YjBhLTg3MTEtMGU5ZTFlMzUxM2MyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9,"DATA: DATAEDUCACIÓN|| Ranking Comunal de Establecimientos Educacionales - Chile || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Salamanca, Coquimbo"
